#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97395	851584	855450	32071	35569	YDR021W	YNL271C	FAL1	BNI1	ATP-dependent RNA helicase FAL1|L000003480	PPF3|SHE5|formin BNI1|L000000190	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12099	-	NP_010304	P41832	-	NP_014128	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1937088	856603	851584	36630	32071	YHR196W	YDR021W	UTP9	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1563	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: utp9-5001 - fal1-1 [SGA score = -0.1563, P-value = 0.0004342]	-	BIOGRID	P38882	-	NP_012066	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1937138	856604	851584	36631	32071	YHR197W	YDR021W	RIX1	FAL1	IPI2	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3235	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rix1-5001 - fal1-1 [SGA score = -0.3235, P-value = 1.149E-8]	-	BIOGRID	P38883	-	NP_012067	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1937179	854814	851584	34989	32071	YIL003W	YDR021W	CFD1	FAL1	DRE3	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2798	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cfd1-5001 - fal1-1 [SGA score = -0.2798, P-value = 3.694E-39]|alleles: cfd1-5003 - fal1-1 [SGA score = -0.1212, P-value = 0.04193]	-	BIOGRID	P40558	-	NP_012263	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1937900	854664	851584	34850	32071	YIL142W	YDR021W	CCT2	FAL1	BIN3|TCP2|L000002269	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1583	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cct2-5002 - fal1-1 [SGA score = -0.1583, P-value = 3.257E-5]	-	BIOGRID	P39076	-	NP_012124	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1937971	854662	851584	34848	32071	YIL144W	YDR021W	NDC80	FAL1	HEC1|TID3|L000004311	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1236	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: tid3-1 - fal1-1 [SGA score = -0.1236, P-value = 0.01442]	-	BIOGRID	P40460	-	NP_012122	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1938065	854656	851584	34842	32071	YIL150C	YDR021W	MCM10	FAL1	DNA43|L000000512	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2897	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mcm10-43 - fal1-1 [SGA score = -0.2897, P-value = 5.931E-12]	-	BIOGRID	P32354	-	NP_012116	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1938486	853447	851584	33748	32071	YJL008C	YDR021W	CCT8	FAL1	L000002764	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2002	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cct8-5002 - fal1-1 [SGA score = -0.2002, P-value = 0.02402]	-	BIOGRID	P47079	-	NP_012526	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1939270	853354	851584	33666	32071	YJL091C	YDR021W	GWT1	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1441	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gwt1-20 - fal1-1 [SGA score = -0.1441, P-value = 0.0001953]	-	BIOGRID	P47026	-	NP_012444	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1939798	853475	851584	33773	32071	YJR017C	YDR021W	ESS1	FAL1	PIN1|PTF1|peptidylprolyl isomerase ESS1|L000000587	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1617	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ess1-h164r-supp1 - fal1-1 [SGA score = -0.1617, P-value = 0.006851]	-	BIOGRID	P22696	-	NP_012551	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1940244	853528	851584	33822	32071	YJR065C	YDR021W	ARP3	FAL1	ACT4|actin-related protein 3|L000003198	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.7415	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: arp3-f306g - fal1-1 [SGA score = -0.7415, P-value = 0]	-	BIOGRID	P47117	-	NP_012599	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1940397	853555	851584	33847	32071	YJR093C	YDR021W	FIP1	FAL1	L000002775	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4197	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fip1-433 - fal1-1 [SGA score = -0.4197, P-value = 6.924E-125]	-	BIOGRID	P45976	-	NP_012626	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1940520	853576	851584	33868	32071	YJR112W	YDR021W	NNF1	FAL1	MIND complex subunit NNF1|L000003072	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2466	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: nnf1-77 - fal1-1 [SGA score = -0.2466, P-value = 0.003784]	-	BIOGRID	P47149	-	NP_012646	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1940842	853824	851584	34090	32071	YKL042W	YDR021W	SPC42	FAL1	L000004148	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2286	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: spc42-11 - fal1-1 [SGA score = -0.2286, P-value = 0.00317]	-	BIOGRID	P36094	-	NP_012882	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1940947	853814	851584	34081	32071	YKL052C	YDR021W	ASK1	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1528	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ask1-3 - fal1-1 [SGA score = -0.1528, P-value = 0.02622]	-	BIOGRID	P35734	-	NP_012872	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1941085	853773	851584	34044	32071	YKL089W	YDR021W	MIF2	FAL1	L000001109	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.209	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mif2-3 - fal1-1 [SGA score = -0.2090, P-value = 1.856E-18]	-	BIOGRID	P35201	-	NP_012834	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1941440	853702	851584	33983	32071	YKL154W	YDR021W	SRP102	FAL1	Signal recognition particle receptor subunit beta	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2519	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: srp102-510 - fal1-1 [SGA score = -0.2519, P-value = 0.001491]	-	BIOGRID	P36057	-	NP_012768	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1942100	853895	851584	34157	32071	YKR025W	YDR021W	RPC37	FAL1	C37	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2285	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpc37-5001 - fal1-1 [SGA score = -0.2285, P-value = 0.007256]	-	BIOGRID	P36121	-	NP_012950	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1942329	853958	851584	34214	32071	YKR083C	YDR021W	DAD2	FAL1	HSK1	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1721	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: dad2-9 - fal1-1 [SGA score = -0.1721, P-value = 0.02636]	-	BIOGRID	P36162	-	NP_013009	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1942576	850649	851584	31240	32071	YLL011W	YDR021W	SOF1	FAL1	L000001981	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2103	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sof1-5001 - fal1-1 [SGA score = -0.2103, P-value = 6.468E-5]	-	BIOGRID	P33750	-	NP_013090	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1943054	850734	851584	31320	32071	YLR045C	YDR021W	STU2	FAL1	L000003019	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2637	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: stu2-10 - fal1-1 [SGA score = -0.2637, P-value = 1.685E-7]|alleles: stu2-11 - fal1-1 [SGA score = -0.1795, P-value = 0.002403]|alleles: stu2-13 - fal1-1 [SGA score = -0.1423, P-value = 5.574E-6]	-	BIOGRID	P46675	-	NP_013146	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1943180	850740	851584	31326	32071	YLR051C	YDR021W	FCF2	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2616	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fcf2-5011 - fal1-1 [SGA score = -0.2616, P-value = 1.819E-10]	-	BIOGRID	Q12035	-	NP_013152	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1943957	850820	851584	31398	32071	YLR129W	YDR021W	DIP2	FAL1	UTP12|L000003088	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2036	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: dip2-5001 - fal1-1 [SGA score = -0.2036, P-value = 0]	-	BIOGRID	Q12220	-	NP_013230	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1944337	850919	851584	31489	32071	YLR222C	YDR021W	UTP13	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2725	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: utp13-5001 - fal1-1 [SGA score = -0.2725, P-value = 8.294E-12]	-	BIOGRID	Q05946	-	NP_013323	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1944963	851024	851584	31579	32071	YLR314C	YDR021W	CDC3	FAL1	septin CDC3|L000000243	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1709	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cdc3-3 - fal1-1 [SGA score = -0.1709, P-value = 0.01236]	-	BIOGRID	P32457	-	NP_013418	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1945350	851125	851584	31666	32071	YLR409C	YDR021W	UTP21	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.144	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: utp21-5003 - fal1-1 [SGA score = -0.1440, P-value = 0.01527]	-	BIOGRID	Q06078	-	NP_013513	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1945608	851181	851584	31717	32071	YLR459W	YDR021W	GAB1	FAL1	CDC91|L000000290	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2207	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: gab1-1 - fal1-1 [SGA score = -0.2207, P-value = 0.001612]|alleles: gab1-2 - fal1-1 [SGA score = -0.1525, P-value = 0.0001388]|alleles: gab1-3 - fal1-1 [SGA score = -0.1534, P-value = 0.04189]	-	BIOGRID	P41733	-	NP_013564	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1946907	855118	851584	35268	32071	YMR093W	YDR021W	UTP15	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1975	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: utp15-5001 - fal1-1 [SGA score = -0.1975, P-value = 0.0001675]	-	BIOGRID	Q04305	-	NP_013811	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1947132	855144	851584	35293	32071	YMR117C	YDR021W	SPC24	FAL1	L000004694	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1328	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: spc24-10 - fal1-1 [SGA score = -0.1328, P-value = 0.01309]	-	BIOGRID	Q04477	-	NP_013835	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1947552	855269	851584	35407	32071	YMR229C	YDR021W	RRP5	FAL1	L000003232	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.348	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rrp5-delta6 - fal1-1 [SGA score = -0.3480, P-value = 4.559E-19]	-	BIOGRID	Q05022	-	NP_013956	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1947800	855280	851584	35418	32071	YMR239C	YDR021W	RNT1	FAL1	L000002844	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2404	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rnt1-47 - fal1-1 [SGA score = -0.2404, P-value = 7.896E-6]	-	BIOGRID	Q02555	-	NP_013966	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1948831	855605	851584	35708	32071	YNL118C	YDR021W	DCP2	FAL1	PSU1|decapping enzyme complex catalytic subunit DCP1|L000002866	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1613	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: dcp2-7 - fal1-1 [SGA score = -0.1613, P-value = 0.0006108]	-	BIOGRID	P53550	-	NP_014281	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
